Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
KF44948,Washington,20496.69426,No,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Single,64,10,72,0,2,Personal Auto,Personal L2,Offer1,Branch,307.2,Four-Door Car,Medsize
CG33085,Oregon,13357.44544,No,Extended,Doctor,2/2/2011,Unemployed,M,0,Suburban,Divorced,124,13,1,0,2,Personal Auto,Personal L3,Offer3,Agent,696.034509,SUV,Medsize
WR58220,Oregon,8401.788653,No,Extended,Bachelor,1/30/11,Unemployed,M,0,Suburban,Single,124,15,86,0,8,Personal Auto,Personal L2,Offer2,Web,595.2,SUV,Medsize
ZZ22193,California,5704.679894,No,Basic,Master,5/1/2011,Employed,F,37675,Suburban,Single,71,25,80,0,3,Personal Auto,Personal L2,Offer1,Agent,380.919824,Four-Door Car,Medsize
AQ52711,Oregon,6897.505859,No,Premium,Bachelor,2/20/11,Employed,F,65337,Suburban,Married,173,9,22,1,1,Personal Auto,Personal L3,Offer1,Agent,830.4,SUV,Large
TN76120,Washington,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
LB35863,California,7244.497284,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,103,1,51,0,3,Personal Auto,Personal L1,Offer2,Agent,494.4,SUV,Small
CI57475,Arizona,3272.010846,No,Extended,College,1/18/11,Unemployed,F,0,Suburban,Married,87,13,6,0,1,Personal Auto,Personal L2,Offer1,Agent,626.4,Four-Door Car,Small
GC15104,Nevada,7985.14214,No,Basic,Bachelor,2/21/11,Employed,F,52339,Suburban,Divorced,70,7,55,3,2,Corporate Auto,Corporate L3,Offer3,Web,336.0,Four-Door Car,Medsize
EM53324,Oregon,7343.52792,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Single,72,26,12,3,2,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize
LR37068,Oregon,11030.66148,No,Extended,College,10/1/2011,Employed,F,35773,Suburban,Married,93,25,89,0,2,Personal Auto,Personal L3,Offer1,Web,446.4,Four-Door Car,Small
ZZ41158,Washington,4089.429492,No,Basic,College,2/24/11,Employed,M,28506,Suburban,Married,104,27,37,0,1,Personal Auto,Personal L1,Offer2,Agent,499.2,SUV,Small
UM15297,California,9640.532979,No,Extended,Bachelor,1/27/11,Employed,F,30431,Rural,Married,122,6,16,0,3,Corporate Auto,Corporate L1,Offer3,Call Center,133.4674,SUV,Small
VW58299,California,12168.74492,Yes,Basic,Bachelor,5/2/2011,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize
FH61723,California,7480.713618,No,Basic,Bachelor,12/1/2011,Employed,F,52513,Rural,Married,65,0,76,3,2,Personal Auto,Personal L3,Offer3,Web,91.244938,Two-Door Car,Medsize
XK84089,California,2619.337376,Yes,Basic,Bachelor,5/2/2011,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize
LE84979,California,12208.12004,No,Basic,Master,2/27/11,Employed,F,21331,Urban,Divorced,103,18,84,0,2,Personal Auto,Personal L3,Offer1,Agent,419.062661,SUV,Large
ZB85648,California,30313.30977,No,Extended,College,1/22/11,Employed,F,67117,Urban,Single,85,10,38,0,2,Personal Auto,Personal L3,Offer4,Web,329.423177,Two-Door Car,Medsize
JI71369,California,5106.111827,No,Basic,College,2/22/11,Employed,F,30110,Rural,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.165035,Four-Door Car,Medsize
VI94769,California,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize
XN48526,California,2627.76229,No,Basic,College,4/2/2011,Medical Leave,F,20943,Urban,Married,69,0,86,0,1,Personal Auto,Personal L3,Offer3,Branch,240.00056,Four-Door Car,Medsize
CI60365,California,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize
WK23685,Oregon,6636.859781,No,Extended,Bachelor,6/1/2011,Employed,F,47274,Rural,Married,83,32,26,1,5,Corporate Auto,Corporate L2,Offer1,Agent,182.432565,Four-Door Car,Medsize
YT36855,Washington,2981.875575,No,Extended,College,2/24/11,Unemployed,M,0,Suburban,Married,83,26,89,0,1,Personal Auto,Personal L2,Offer3,Web,582.679087,Two-Door Car,Medsize
QI37869,California,7572.237727,No,Premium,College,2/2/2011,Disabled,M,12876,Urban,Married,107,8,90,2,3,Corporate Auto,Corporate L3,Offer1,Call Center,425.964628,Four-Door Car,Large
ZY99878,California,13742.53724,No,Premium,High School or Below,3/1/2011,Employed,M,90343,Urban,Single,175,11,68,0,3,Personal Auto,Personal L2,Offer1,Branch,833.072722,SUV,Medsize
VN37592,Arizona,2860.864563,No,Basic,High School or Below,7/2/2011,Employed,M,50332,Suburban,Married,72,2,11,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large
VU32116,Oregon,3546.400212,No,Basic,College,9/1/2011,Unemployed,F,0,Suburban,Single,103,11,92,0,1,Personal Auto,Personal L3,Offer3,Branch,621.959357,SUV,Small
WB38524,California,2969.593296,No,Basic,High School or Below,1/1/2011,Employed,M,46131,Suburban,Married,74,27,28,0,1,Personal Auto,Personal L3,Offer2,Branch,355.2,Two-Door Car,Small
IX85835,Nevada,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15,66,0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize
VY90611,California,2499.036551,No,Basic,Master,1/27/11,Employed,F,28264,Suburban,Divorced,63,22,9,0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,Two-Door Car,Small
OU78470,Arizona,29328.04185,No,Extended,Master,2/27/11,Employed,F,32006,Rural,Single,94,28,7,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,56.868289,Four-Door Car,Medsize
BP90016,California,8302.321168,No,Basic,Master,2/27/11,Employed,M,78032,Urban,Married,103,8,49,0,3,Corporate Auto,Corporate L3,Offer3,Agent,323.607074,SUV,Small
SG59507,California,2775.671887,No,Basic,College,11/2/2011,Employed,F,38222,Rural,Divorced,71,6,8,0,1,Personal Auto,Personal L2,Offer2,Call Center,166.78838,Four-Door Car,Medsize
NW14895,Arizona,12883.11573,No,Basic,Bachelor,2/1/2011,Employed,M,77469,Suburban,Divorced,109,2,98,1,2,Personal Auto,Personal L2,Offer1,Agent,757.170246,SUV,Small
FL85008,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small
MD32702,California,3573.291869,No,Basic,Bachelor,6/1/2011,Unemployed,F,0,Suburban,Single,109,25,21,1,1,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize
XW98867,Oregon,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,SUV,Medsize
UF27940,Washington,3863.309585,No,Basic,College,1/17/11,Employed,F,47199,Suburban,Married,100,3,65,3,1,Corporate Auto,Corporate L3,Offer2,Call Center,480.0,SUV,Medsize
UP90711,Oregon,2836.677371,No,Basic,Bachelor,1/31/11,Employed,F,61029,Rural,Single,72,26,98,0,1,Personal Auto,Personal L2,Offer2,Call Center,114.429816,Two-Door Car,Medsize
ZR40902,Oregon,4209.279338,No,Premium,Bachelor,1/15/11,Medical Leave,F,26435,Suburban,Married,111,32,50,1,1,Corporate Auto,Corporate L2,Offer1,Agent,1012.249308,Four-Door Car,Small
YU35148,Washington,4749.127521,No,Extended,Bachelor,10/1/2011,Unemployed,F,0,Suburban,Married,123,33,35,0,1,Personal Auto,Personal L2,Offer3,Call Center,590.4,SUV,Medsize
JW15301,Arizona,7787.431684,No,Basic,High School or Below,1/20/11,Medical Leave,M,24664,Suburban,Married,69,12,15,0,2,Corporate Auto,Corporate L3,Offer2,Agent,496.8,Four-Door Car,Medsize
FU65756,Arizona,8177.048957,No,Basic,College,12/2/2011,Employed,F,54695,Suburban,Married,103,6,94,0,5,Personal Auto,Personal L3,Offer1,Branch,494.4,SUV,Medsize
QL59704,Arizona,23444.90045,No,Basic,College,1/26/11,Employed,F,69906,Urban,Married,74,34,32,2,2,Corporate Auto,Corporate L3,Offer2,Branch,202.860399,Four-Door Car,Medsize
IN67175,California,5659.139938,No,Basic,College,9/2/2011,Employed,F,52389,Suburban,Married,72,29,8,1,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
PN77420,California,5376.88732,No,Basic,College,2/23/11,Employed,M,30039,Suburban,Single,70,21,52,0,9,Corporate Auto,Corporate L3,Offer3,Agent,498.612632,Four-Door Car,Medsize
HS74723,Arizona,17441.6378,No,Extended,College,1/23/11,Employed,F,80969,Suburban,Married,217,1,80,0,3,Personal Auto,Personal L3,Offer4,Web,1041.6,Luxury SUV,Small
FD75102,California,3237.500928,No,Extended,College,1/29/11,Disabled,F,27982,Rural,Divorced,87,15,74,0,1,Personal Auto,Personal L3,Offer4,Call Center,14.743099,Two-Door Car,Medsize
XE72624,California,2536.885365,No,Basic,High School or Below,2/15/11,Employed,F,34653,Suburban,Married,64,18,72,0,1,Corporate Auto,Corporate L1,Offer4,Branch,307.2,Four-Door Car,Small
UG48681,Nevada,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29,39,0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize
PE47967,Oregon,7283.934392,No,Basic,College,1/15/11,Employed,F,79055,Rural,Divorced,186,32,24,1,1,Personal Auto,Personal L1,Offer2,Branch,177.635183,Luxury SUV,Medsize
JX50349,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L1,Offer2,Agent,208.598246,Four-Door Car,Medsize
EC22495,Oregon,3145.456489,No,Extended,High School or Below,7/2/2011,Employed,M,52082,Suburban,Married,79,2,47,0,1,Personal Auto,Personal L3,Offer4,Branch,379.2,Four-Door Car,Small
LO90345,Oregon,14472.583,No,Basic,College,2/24/11,Employed,F,22012,Rural,Married,185,5,69,0,5,Corporate Auto,Corporate L3,Offer2,Web,75.698305,Luxury SUV,Small
XU98055,Arizona,9546.81655,No,Extended,College,4/2/2011,Medical Leave,M,15406,Suburban,Married,124,7,40,0,3,Personal Auto,Personal L3,Offer3,Call Center,892.8,SUV,Medsize
VT16570,California,6781.125672,No,Extended,College,1/20/11,Employed,F,30324,Rural,Divorced,86,15,67,0,8,Corporate Auto,Corporate L2,Offer1,Call Center,143.943749,Four-Door Car,Medsize
YA37626,Oregon,14616.36817,No,Extended,Master,5/1/2011,Employed,M,25358,Suburban,Single,126,1,13,0,2,Personal Auto,Personal L1,Offer4,Branch,750.58561,SUV,Medsize
TZ47750,Nevada,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,523.888845,Four-Door Car,Small
FJ28407,California,5619.689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L1,Offer2,Web,1027.000029,SUV,Medsize
QL20148,Oregon,22332.43946,Yes,Extended,College,11/1/2011,Employed,M,49078,Suburban,Single,97,10,3,0,2,Personal Auto,Personal L3,Offer2,Branch,484.013411,Four-Door Car,Medsize
OT49339,Oregon,8432.815731,No,Basic,College,2/26/11,Disabled,M,21052,Urban,Married,111,12,55,0,5,Corporate Auto,Corporate L3,Offer2,Call Center,453.578343,SUV,Medsize
KS72802,Oregon,3768.371028,No,Extended,Master,1/17/11,Employed,F,85751,Urban,Married,93,6,3,0,1,Corporate Auto,Corporate L3,Offer2,Agent,391.210704,Four-Door Car,Medsize
IG56214,Nevada,5010.44933,No,Basic,High School or Below,1/27/11,Disabled,M,10892,Suburban,Divorced,66,16,9,0,3,Personal Auto,Personal L1,Offer1,Call Center,316.8,Four-Door Car,Medsize
LY93301,Oregon,12495.73971,No,Basic,Bachelor,3/2/2011,Unemployed,M,0,Suburban,Single,61,32,85,0,2,Corporate Auto,Corporate L3,Offer3,Agent,292.8,Two-Door Car,Medsize
WU76366,Arizona,4983.897914,No,Basic,Bachelor,2/2/2011,Employed,M,28726,Suburban,Divorced,65,13,88,0,3,Personal Auto,Personal L1,Offer1,Agent,468.0,Four-Door Car,Small
TC18805,Washington,9939.255085,No,Extended,Bachelor,1/15/11,Disabled,M,13207,Urban,Married,137,16,82,2,3,Personal Auto,Personal L1,Offer1,Agent,392.920864,SUV,Medsize
LC92080,Oregon,7247.736708,No,Basic,College,1/1/2011,Employed,M,23541,Rural,Married,62,12,38,0,2,Personal Auto,Personal L3,Offer2,Agent,98.923871,Two-Door Car,Medsize
BE55425,Oregon,6403.577368,No,Extended,College,1/31/11,Employed,M,28095,Suburban,Married,82,18,2,0,8,Personal Auto,Personal L3,Offer3,Web,393.6,Four-Door Car,Medsize
RX93631,Arizona,6438.97103,No,Extended,Bachelor,2/20/11,Employed,F,90035,Rural,Married,80,28,38,0,3,Personal Auto,Personal L3,Offer2,Call Center,141.628547,Four-Door Car,Medsize
HT92952,California,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24,10,3,9,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize
No94161,California,2719.431536,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11,51,0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.121963,Two-Door Car,Medsize
QT46430,California,8193.750001,No,Basic,College,1/1/2011,Medical Leave,F,12780,Rural,Married,111,17,53,2,6,Personal Auto,Personal L1,Offer2,Call Center,225.437098,Sports Car,Medsize
UW32074,Oregon,4605.265164,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small
AY88788,Oregon,15417.6822,No,Basic,College,3/1/2011,Employed,F,69841,Urban,Married,192,0,66,0,7,Personal Auto,Personal L3,Offer1,Branch,878.812468,Luxury SUV,Medsize
EB72052,Oregon,12105.29422,No,Basic,College,6/2/2011,Employed,M,33345,Suburban,Divorced,102,34,37,0,2,Personal Auto,Personal L3,Offer2,Call Center,694.078608,SUV,Medsize
SH93005,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize
BA38428,Arizona,5639.941974,Yes,Basic,High School or Below,10/1/2011,Employed,M,73168,Suburban,Married,70,21,50,0,3,Corporate Auto,Corporate L3,Offer2,Agent,425.800112,Four-Door Car,Medsize
KT46283,California,4686.469674,Yes,Basic,College,12/2/2011,Employed,M,58089,Suburban,Married,118,31,83,0,1,Corporate Auto,Corporate L1,Offer1,Agent,566.4,SUV,Medsize
WX52894,Nevada,25002.01883,No,Basic,College,10/1/2011,Employed,M,21927,Rural,Married,71,32,40,0,2,Personal Auto,Personal L2,Offer2,Call Center,128.624785,Four-Door Car,Medsize
FW91032,California,5879.176092,No,Basic,High School or Below,2/13/11,Employed,M,85857,Rural,Married,73,3,19,0,6,Corporate Auto,Corporate L2,Offer4,Agent,100.620067,Four-Door Car,Medsize
UI73201,California,3667.37497,No,Extended,College,7/1/2011,Employed,M,62375,Suburban,Married,92,34,34,0,1,Personal Auto,Personal L2,Offer3,Web,618.630955,Two-Door Car,Medsize
ZB84321,Washington,19690.44179,No,Basic,College,1/30/11,Employed,F,36032,Suburban,Divorced,70,11,39,0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Small
GQ15613,Arizona,8004.214781,No,Basic,High School or Below,7/1/2011,Employed,F,54008,Suburban,Married,67,18,90,0,2,Personal Auto,Personal L3,Offer2,Branch,370.503286,Four-Door Car,Medsize
VZ61940,Nevada,2668.731444,No,Basic,Doctor,7/2/2011,Employed,F,52344,Urban,Married,66,4,7,0,1,Personal Auto,Personal L3,Offer3,Agent,182.607687,Four-Door Car,Small
BW63560,Oregon,7463.139377,No,Basic,Bachelor,1/17/11,Employed,F,24599,Rural,Married,64,12,50,1,2,Corporate Auto,Corporate L2,Offer2,Branch,42.920271,Four-Door Car,Medsize
QZ83992,California,8682.234653,No,Basic,College,2/24/11,Medical Leave,M,10540,Suburban,Married,115,33,76,0,3,Corporate Auto,Corporate L1,Offer1,Agent,552.0,SUV,Medsize
JC29295,California,13441.00637,No,Basic,Bachelor,1/21/11,Employed,F,80744,Urban,Married,111,15,19,0,2,Personal Auto,Personal L3,Offer3,Web,361.284757,SUV,Medsize
WP62115,Washington,13865.83107,No,Basic,College,2/20/11,Employed,F,53484,Urban,Divorced,70,12,12,0,2,Corporate Auto,Corporate L3,Offer1,Branch,333.051529,Two-Door Car,Medsize
AY55759,California,20096.89337,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,Large
PU36617,Arizona,6470.535463,No,Extended,College,7/2/2011,Employed,M,48638,Rural,Married,82,16,29,0,3,Personal Auto,Personal L1,Offer3,Call Center,183.104441,Four-Door Car,Medsize
EZ43738,California,5204.64616,No,Basic,Bachelor,9/2/2011,Medical Leave,F,29406,Suburban,Married,68,33,79,0,6,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
NN79124,Nevada,4554.911887,No,Basic,Bachelor,1/13/11,Employed,M,90156,Urban,Married,114,16,6,0,1,Personal Auto,Personal L1,Offer2,Call Center,388.346716,SUV,Small
KL65897,California,6331.338496,No,Extended,Bachelor,2/21/11,Unemployed,F,0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.714302,Two-Door Car,Medsize
AM52614,Oregon,4477.45201,No,Basic,Bachelor,4/1/2011,Employed,F,41402,Suburban,Divorced,119,26,26,4,1,Personal Auto,Personal L2,Offer2,Branch,571.2,Sports Car,Medsize
YQ53901,Washington,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15,66,0,8,Personal Auto,Personal L3,Offer1,Agent,456.702735,Two-Door Car,Medsize
IB80924,Washington,32864.4046,No,Basic,High School or Below,10/2/2011,Employed,F,90783,Urban,Divorced,104,0,38,2,2,Personal Auto,Personal L3,Offer1,Agent,285.745227,SUV,Small
VQ57815,Oregon,8828.380695,No,Basic,Doctor,1/1/2011,Employed,M,61246,Rural,Married,110,24,21,0,3,Personal Auto,Personal L2,Offer2,Branch,159.239518,Sports Car,Medsize
PV62467,California,4849.697945,No,Basic,College,1/27/11,Employed,F,36413,Rural,Married,61,21,76,0,3,Personal Auto,Personal L3,Offer1,Branch,153.013115,Four-Door Car,Medsize
UH65059,Arizona,4305.808345,No,Basic,High School or Below,1/21/11,Employed,M,24188,Suburban,Married,109,14,82,0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,Sports Car,Medsize
ON45263,California,2462.859762,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Divorced,69,9,68,0,1,Personal Auto,Personal L1,Offer1,Call Center,427.25055,Two-Door Car,Small
BG19572,Washington,6117.034997,No,Extended,Bachelor,2/22/11,Unemployed,F,0,Suburban,Single,87,16,83,0,8,Corporate Auto,Corporate L3,Offer3,Agent,1032.609293,Four-Door Car,Medsize
WB96917,California,9875.092794,No,Extended,College,3/1/2011,Employed,M,29598,Rural,Single,87,2,70,0,2,Personal Auto,Personal L1,Offer4,Call Center,150.926696,Two-Door Car,Medsize
BX88330,Washington,7615.369665,No,Basic,College,1/19/11,Employed,F,90918,Urban,Single,64,22,19,0,2,Personal Auto,Personal L2,Offer3,Agent,163.411884,Four-Door Car,Medsize
QV11152,Arizona,9613.613215,No,Basic,High School or Below,1/30/11,Employed,M,34398,Suburban,Married,61,10,18,1,2,Personal Auto,Personal L3,Offer3,Agent,292.8,Two-Door Car,Small
IW71076,California,5011.259184,No,Basic,Bachelor,2/27/11,Employed,M,75248,Rural,Married,63,13,71,0,5,Corporate Auto,Corporate L3,Offer2,Agent,104.454624,Four-Door Car,Large
OH69760,Arizona,5181.054467,No,Basic,College,2/2/2011,Unemployed,F,0,Suburban,Married,70,4,64,0,7,Personal Auto,Personal L1,Offer1,Branch,336.0,Four-Door Car,Large
WH83589,Arizona,8458.912476,No,Basic,High School or Below,1/17/11,Disabled,F,25448,Suburban,Married,71,11,59,0,2,Personal Auto,Personal L2,Offer4,Web,345.022359,Four-Door Car,Medsize
KX57885,California,6073.241952,No,Extended,Bachelor,2/26/11,Retired,M,22103,Suburban,Divorced,89,4,74,1,3,Personal Auto,Personal L3,Offer2,Call Center,427.2,Four-Door Car,Medsize
EI89831,Nevada,7743.918426,No,Basic,Bachelor,1/25/11,Employed,F,96961,Rural,Married,64,24,99,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,81.377259,Two-Door Car,Medsize
LY30169,California,3360.269641,No,Extended,High School or Below,1/23/11,Employed,M,75216,Rural,Married,84,23,39,1,1,Corporate Auto,Corporate L3,Offer4,Agent,65.803328,Four-Door Car,Medsize
CR83581,California,7712.057483,No,Basic,College,5/2/2011,Disabled,M,27816,Suburban,Married,118,4,90,5,3,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small
XK87182,Oregon,4502.207001,No,Premium,College,1/25/11,Employed,F,46402,Urban,Married,113,7,2,0,1,Personal Auto,Personal L3,Offer1,Agent,476.385575,Four-Door Car,Medsize
SD83603,Oregon,6672.127831,No,Extended,College,2/13/11,Employed,F,56830,Urban,Married,83,6,27,0,9,Personal Auto,Personal L1,Offer2,Agent,319.799712,Two-Door Car,Medsize
FS38926,California,9685.542977,No,Extended,Bachelor,2/22/11,Employed,F,66022,Rural,Married,239,17,80,0,1,Personal Auto,Personal L2,Offer4,Web,538.229502,Luxury Car,Medsize
TD90177,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize
FM52759,Nevada,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize
AU98438,Arizona,2833.980142,No,Basic,Bachelor,7/2/2011,Employed,F,94812,Rural,Married,70,11,40,0,1,Personal Auto,Personal L3,Offer2,Branch,121.025058,Four-Door Car,Medsize
EX28656,Oregon,9830.337629,No,Premium,College,10/2/2011,Employed,F,25965,Suburban,Divorced,253,15,59,0,1,Personal Auto,Personal L1,Offer2,Agent,1214.4,Luxury SUV,Medsize
GB70736,Oregon,5510.965059,No,Basic,College,1/21/11,Employed,F,99553,Rural,Married,68,14,85,0,6,Corporate Auto,Corporate L3,Offer4,Web,111.586995,Four-Door Car,Medsize
ZT53375,California,5483.89085,No,Basic,Bachelor,7/1/2011,Employed,M,87777,Urban,Single,68,16,1,0,7,Personal Auto,Personal L2,Offer1,Branch,257.708912,Two-Door Car,Medsize
FZ94690,California,26220.03266,No,Extended,High School or Below,1/15/11,Employed,M,24743,Suburban,Divorced,84,8,23,0,2,Personal Auto,Personal L2,Offer2,Branch,1008.03551,Four-Door Car,Small
IC77855,California,15272.79977,No,Basic,College,2/16/11,Employed,M,40571,Urban,Married,100,19,56,2,2,Personal Auto,Personal L1,Offer4,Branch,361.788917,SUV,Medsize
GE50763,Washington,3491.741616,No,Premium,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,104,30,88,0,1,Corporate Auto,Corporate L1,Offer1,Agent,748.8,Four-Door Car,Medsize
GV47847,California,4355.702301,No,Basic,High School or Below,2/1/2011,Unemployed,M,0,Suburban,Single,64,22,22,0,4,Personal Auto,Personal L2,Offer4,Branch,460.8,Two-Door Car,Medsize
ZQ51896,Oregon,21159.30151,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,108,15,17,0,2,Special Auto,Special L1,Offer4,Web,777.6,SUV,Large
MU88116,Oregon,4582.67415,No,Basic,Master,1/28/11,Employed,F,69085,Urban,Married,113,10,14,0,1,Corporate Auto,Corporate L3,Offer1,Web,472.271907,Sports Car,Medsize
No34698,Oregon,4015.34005,No,Basic,Bachelor,1/17/11,Employed,M,80055,Rural,Married,100,30,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,121.945071,SUV,Medsize
AE30506,California,2396.219292,Yes,Basic,Bachelor,10/1/2011,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Personal Auto,Personal L3,Offer2,Call Center,433.160284,Four-Door Car,Large
NH16984,California,2838.067784,No,Extended,Bachelor,7/2/2011,Unemployed,F,0,Urban,Divorced,80,30,8,0,1,Personal Auto,Personal L1,Offer1,Web,336.50961,Four-Door Car,Medsize
NJ10602,Washington,8459.053233,No,Basic,College,3/1/2011,Employed,F,92717,Urban,Married,70,24,19,0,2,Personal Auto,Personal L3,Offer4,Call Center,224.27582,Two-Door Car,Medsize
VO30155,Nevada,5421.537952,No,Basic,High School or Below,1/13/11,Employed,M,85447,Suburban,Single,71,23,2,2,3,Corporate Auto,Corporate L2,Offer4,Branch,509.997312,Four-Door Car,Medsize
WI86229,Oregon,7807.216137,No,Extended,Master,1/24/11,Employed,M,52162,Urban,Divorced,99,1,63,0,4,Personal Auto,Personal L2,Offer1,Agent,251.152889,Two-Door Car,Large
MT35297,Oregon,5065.935608,No,Basic,High School or Below,11/2/2011,Employed,F,43460,Suburban,Married,63,4,18,0,3,Personal Auto,Personal L2,Offer3,Branch,302.4,Four-Door Car,Small
DS31990,Oregon,5093.479191,No,Basic,High School or Below,12/1/2011,Unemployed,M,0,Rural,Married,71,12,55,0,3,Personal Auto,Personal L3,Offer2,Call Center,150.878447,Two-Door Car,Large
WL69218,Oregon,17435.68167,No,Basic,Bachelor,1/24/11,Employed,F,54105,Suburban,Married,73,22,15,2,2,Personal Auto,Personal L3,Offer2,Web,350.4,Two-Door Car,Medsize
ZR56751,Washington,6252.3631,No,Extended,Master,2/13/11,Employed,F,92895,Rural,Married,77,5,2,0,7,Personal Auto,Personal L2,Offer2,Call Center,43.14147,Two-Door Car,Small
XQ12791,California,3401.881747,No,Extended,High School or Below,1/21/11,Employed,M,41972,Suburban,Divorced,86,20,23,0,1,Personal Auto,Personal L3,Offer2,Branch,691.709371,Four-Door Car,Medsize
RV92809,California,5498.940679,Yes,Basic,College,5/2/2011,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize
KH93541,Nevada,7786.676381,No,Extended,College,10/2/2011,Employed,F,83000,Urban,Married,97,29,76,1,6,Corporate Auto,Corporate L2,Offer1,Branch,378.5566,Four-Door Car,Small
HR85493,California,6896.088021,No,Basic,College,10/1/2011,Unemployed,M,0,Suburban,Single,68,10,53,0,2,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize
